"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"7233","p","f","y","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"7235","e","b","s","g","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7236","e","k","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","y","c","l"
"7237","e","b","s","g","f","n","f","w","b","p","e","b","k","k","w","w","p","w","t","p","w","n","g"
"7238","p","k","s","n","f","f","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","l"
"7239","p","k","y","n","f","y","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7240","e","f","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","n","o","p","o","c","l"
"7241","p","k","s","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"7242","p","f","s","e","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","p"
"7244","p","k","s","n","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"7245","e","b","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","o","o","p","y","v","l"
"7246","e","k","f","g","f","n","f","w","b","w","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7247","e","b","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","o","o","p","o","c","l"
"7248","p","k","s","n","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"7249","p","k","y","e","f","s","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"7250","p","k","y","e","f","y","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","p"
"7252","e","f","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","n","c","l"
"7253","p","k","s","e","f","y","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","d"
"7255","p","k","s","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"7256","e","k","s","w","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7259","e","k","f","g","f","n","f","w","b","g","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7263","p","f","s","e","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"7266","p","f","y","n","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7268","p","k","y","e","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","p"
"7271","e","k","f","g","f","n","f","w","b","g","e","b","s","k","w","w","p","w","t","p","w","n","g"
"7275","p","k","s","n","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"7276","p","k","y","n","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"7277","e","k","s","w","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","s","g"
"7278","p","k","y","e","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"7279","e","b","s","w","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","s","g"
"7280","p","k","s","n","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"7281","e","x","s","w","f","n","f","w","b","w","e","b","s","k","w","w","p","w","t","p","w","n","g"
"7282","e","b","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","n","v","l"
"7284","p","k","y","e","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7287","p","k","s","e","f","y","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","p"
"7289","p","k","y","n","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","p"
"7290","p","k","s","e","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"7293","e","f","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","d"
"7295","p","f","y","e","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"7297","p","k","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","p"
"7298","p","k","s","e","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7300","e","b","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","n","o","p","n","c","l"
"7303","p","f","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7306","e","b","f","w","f","n","f","w","b","w","e","b","k","k","w","w","p","w","t","p","w","n","g"
"7307","e","f","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","o","c","l"
"7309","p","k","s","e","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"7312","e","x","f","w","f","n","f","w","b","g","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7315","e","x","s","g","f","n","f","w","b","p","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7316","e","x","s","w","f","n","f","w","b","g","e","b","s","k","w","w","p","w","t","p","w","n","g"
"7317","p","k","y","n","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"7320","e","b","f","w","f","n","f","w","b","p","e","b","k","k","w","w","p","w","t","p","w","n","g"
"7321","p","f","s","n","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7324","p","x","y","n","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7327","p","x","y","e","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"7328","e","f","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","n","o","p","y","v","l"
"7329","e","b","s","w","f","n","f","w","b","g","e","b","s","s","w","w","p","w","t","p","w","n","g"
"7332","p","k","s","n","f","y","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"7334","p","k","s","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"7335","e","b","f","w","f","n","f","w","b","g","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7336","e","k","s","g","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","n","g"
"7339","p","k","y","n","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"7341","p","x","s","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","d"
"7343","p","k","y","c","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7344","p","k","y","n","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"7346","p","f","y","n","f","y","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"7347","e","b","f","g","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7348","p","f","s","e","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"7349","p","k","s","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7351","e","x","s","g","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7352","p","k","s","e","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"7354","e","f","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p"
"7356","p","f","y","n","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"7359","e","k","f","g","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","n","g"
"7364","p","k","y","e","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"7365","p","k","s","n","f","y","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"7368","p","f","y","y","f","n","f","w","n","w","e","c","y","y","y","y","p","y","o","e","w","c","l"
"7370","p","x","s","n","f","y","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","d"
"7372","p","k","y","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"7373","e","k","s","g","f","n","f","w","b","g","e","b","s","k","w","w","p","w","t","p","w","n","g"
"7374","e","b","s","g","f","n","f","w","b","p","e","b","s","k","w","w","p","w","t","p","w","s","g"
"7379","e","k","s","g","f","n","f","w","b","g","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7380","p","f","s","n","f","y","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","d"
"7382","p","f","y","n","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"7383","p","k","y","e","f","y","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"7384","p","k","s","n","f","f","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"7385","p","k","s","e","f","y","f","c","n","b","t","b","k","s","w","w","p","w","o","e","w","v","p"
"7386","e","b","s","w","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7387","p","k","y","n","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7390","p","k","s","e","f","f","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7391","e","b","s","w","f","n","f","w","b","w","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7394","p","k","y","n","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","p"
"7395","p","k","s","n","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"7398","p","k","y","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"7399","e","b","s","g","f","n","f","w","b","p","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7401","e","b","f","w","f","n","f","w","b","g","e","b","s","k","w","w","p","w","t","p","w","s","g"
"7402","p","c","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","l"
"7404","p","k","y","e","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7406","e","b","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","n","o","p","y","v","l"
"7407","p","k","y","e","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"7408","e","b","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","o","o","p","n","c","l"
"7409","p","k","y","e","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"7410","p","k","y","e","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7414","e","b","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","n","o","p","n","v","l"
"7415","p","x","s","n","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"7416","e","x","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"7417","e","x","f","g","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","s","g"
"7418","p","k","s","n","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"7419","e","k","f","g","f","n","f","w","b","p","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7422","p","k","y","n","f","s","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"7423","e","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p"
"7424","p","k","y","n","f","f","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"7425","p","k","y","e","f","f","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","p"
"7426","e","f","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","n","o","p","b","c","l"
"7427","p","k","y","e","f","f","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","l"
"7429","p","k","y","n","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"7430","p","f","y","n","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"7431","p","k","s","e","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"7432","p","k","y","e","f","s","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7433","e","x","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","o","c","l"
"7437","p","k","s","e","f","y","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"7439","p","k","s","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"7440","e","x","f","g","f","n","f","w","b","p","e","b","s","k","w","w","p","w","t","p","w","s","g"
"7441","e","k","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","o","v","l"
"7444","e","f","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p"
"7446","e","k","s","w","f","n","f","w","b","w","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7447","e","b","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","n","o","p","b","c","l"
"7448","p","k","y","e","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"7451","e","x","f","g","f","n","f","w","b","p","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7452","p","k","s","n","f","f","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"7453","p","k","y","e","f","f","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"7454","p","k","y","n","f","f","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"7456","e","f","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","n","o","p","b","v","l"
"7457","p","f","y","e","f","f","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"7458","p","k","s","n","f","s","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"7459","p","k","s","n","f","f","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","l"
"7461","e","x","f","g","f","n","f","w","b","g","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7462","p","k","s","n","f","s","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","p"
"7463","p","k","y","n","f","f","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","p"
"7464","e","x","s","g","f","n","f","w","b","w","e","b","s","s","w","w","p","w","t","p","w","s","g"
"7465","p","k","y","n","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","d"
"7466","p","k","s","e","f","s","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","d"
"7474","p","k","s","n","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"7475","p","k","y","e","f","s","f","c","n","b","t","b","k","s","p","p","p","w","o","e","w","v","l"
"7476","p","k","s","e","f","s","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"7478","p","k","s","e","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"7480","e","b","f","g","f","n","f","w","b","w","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7481","p","k","y","n","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7483","p","k","s","n","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","p"
"7486","p","f","y","e","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d"
"7488","p","k","y","n","f","y","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"7489","p","k","s","n","f","s","f","c","n","b","t","b","k","s","w","p","p","w","o","e","w","v","l"
"7490","p","f","y","n","f","y","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"7493","p","f","y","n","f","f","f","c","n","b","t","b","k","k","p","w","p","w","o","e","w","v","d"
"7494","p","k","s","n","f","s","f","c","n","b","t","b","k","k","w","w","p","w","o","e","w","v","p"
"7495","p","f","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"7497","p","x","y","e","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","d"
"7500","e","x","s","g","f","n","f","w","b","g","e","b","s","k","w","w","p","w","t","p","w","s","g"
"7501","e","x","f","w","f","n","f","w","b","w","e","b","k","k","w","w","p","w","t","p","w","s","g"
"7503","p","k","s","e","f","f","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","d"
"7504","p","k","y","e","f","y","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","p"
"7508","p","k","y","e","f","y","f","c","n","b","t","b","s","s","w","w","p","w","o","e","w","v","p"
"7509","p","k","s","n","f","y","f","c","n","b","t","b","s","k","w","w","p","w","o","e","w","v","d"
"7515","e","x","f","w","f","n","f","w","b","p","e","b","s","s","w","w","p","w","t","p","w","n","g"
"7516","p","k","y","n","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","d"
"7517","e","x","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","n","o","p","o","c","l"
"7518","p","k","y","n","f","s","f","c","n","b","t","b","k","k","w","p","p","w","o","e","w","v","l"
"7519","p","k","y","n","f","s","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","l"
"7520","p","k","y","n","f","s","f","c","n","b","t","b","s","s","w","p","p","w","o","e","w","v","p"
"7521","p","k","y","e","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","l"
"7522","p","k","s","n","f","f","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","l"
"7523","e","b","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","n","o","p","b","c","l"
"7524","e","f","s","n","f","n","a","c","b","o","e","b","s","s","o","o","p","o","o","p","n","c","l"
"7528","p","k","y","n","f","s","f","c","n","b","t","b","k","s","p","w","p","w","o","e","w","v","d"
"7530","e","b","s","g","f","n","f","w","b","p","e","b","k","s","w","w","p","w","t","p","w","n","g"
"7532","e","x","s","n","f","n","a","c","b","n","e","b","s","s","o","o","p","o","o","p","b","c","l"
"7533","e","x","s","w","f","n","f","w","b","p","e","b","s","k","w","w","p","w","t","p","w","n","g"
"7534","e","x","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","p"
"7536","e","x","s","w","f","n","f","w","b","g","e","b","k","k","w","w","p","w","t","p","w","n","g"
"7538","e","x","s","n","f","n","a","c","b","y","e","b","s","s","o","o","p","o","o","p","y","c","l"
"7539","p","k","s","e","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","l"
"7540","p","k","y","e","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","l"
"7541","e","x","s","w","f","n","f","w","b","p","e","b","k","s","w","w","p","w","t","p","w","n","g"
